,hh_id,maz,walk_subzone,income,autos,jtf_choice,size,workers,auto_suff
9211,3055589,735,0,15500,1,1,4,0,cars>=wkrs
9212,1615241,735,0,11000,1,1,2,1,cars>=wkrs
9215,3201775,735,0,6220,2,1,4,1,cars>=wkrs
9216,3527766,735,0,39500,2,1,4,3,cars<wkrs
9219,3642295,735,0,10620,2,1,4,0,cars>=wkrs
9220,1898635,735,0,29000,0,-3,3,1,nocars
9221,1286846,736,0,0,0,1,2,0,nocars
9222,2096049,736,0,40600,1,1,2,2,cars<wkrs
9223,1294713,736,0,0,1,1,2,0,cars>=wkrs
9224,451385,736,0,4000,0,-2,1,1,nocars
9225,1596176,736,0,34400,1,1,2,1,cars>=wkrs
9229,2590442,736,0,35700,1,1,3,2,cars<wkrs
9231,2182421,737,0,24040,0,1,2,2,nocars
9232,2050370,737,0,1160,2,1,6,1,cars>=wkrs
9233,3271586,737,0,41200,0,1,3,2,nocars
9234,781427,737,0,35000,0,-2,1,1,nocars
9235,2501071,737,0,34650,2,1,2,2,cars>=wkrs
9236,3648439,737,0,21900,0,1,4,0,nocars
9237,42879,738,0,54400,3,-2,1,0,cars>=wkrs
9238,1615295,738,0,9500,2,1,2,1,cars>=wkrs
9239,1557631,738,0,6080,0,1,4,0,nocars
9240,654575,738,0,17000,1,-2,1,1,cars>=wkrs
9241,351904,738,0,2800,1,-2,1,1,cars>=wkrs
9242,1713483,738,0,27300,0,1,2,1,nocars
9243,2953481,738,0,28960,3,1,3,0,cars>=wkrs
9244,3314389,739,0,22900,2,1,4,2,cars>=wkrs
9246,1294756,739,0,9330,2,1,2,0,cars>=wkrs
9248,3045243,739,0,440,0,-3,4,0,nocars
9249,198170,739,0,11000,1,1,7,0,cars>=wkrs
9250,1286930,740,0,0,1,-3,2,0,cars>=wkrs
9251,1497317,740,0,12800,1,1,3,0,cars>=wkrs
9252,1294771,740,0,6450,2,-3,2,0,cars>=wkrs
9253,2049169,741,0,0,1,-3,5,1,cars>=wkrs
9254,1581875,741,0,0,0,-3,2,1,nocars
9258,1989743,741,0,32000,2,1,3,1,cars>=wkrs
9259,654610,741,0,13100,0,-2,1,1,nocars
9261,2583075,741,0,18200,4,1,3,2,cars>=wkrs
9263,1627648,741,0,37760,0,1,2,1,nocars
9265,1877789,741,0,25800,0,-3,3,1,nocars
9266,1596183,741,0,34400,0,1,2,1,nocars
9267,1309719,741,0,22000,1,1,2,0,cars>=wkrs
9268,119820,741,0,67200,1,-2,1,0,cars>=wkrs
9269,20489,741,0,7700,0,-2,1,0,nocars
9270,451430,741,0,14700,1,-2,1,1,cars>=wkrs
9271,79413,741,0,12500,0,-2,1,0,nocars
9272,20483,741,0,8400,1,-2,1,0,cars>=wkrs
9273,1871803,741,0,22300,1,1,3,1,cars>=wkrs
9274,62899,741,0,26510,0,-2,1,0,nocars
9275,3636842,742,0,0,0,1,4,0,nocars
9276,2577062,742,0,17000,3,1,3,2,cars>=wkrs
9277,982346,742,0,77500,2,-2,1,1,cars>=wkrs
9278,604069,742,0,58000,1,-2,1,1,cars>=wkrs
9279,3045285,742,0,440,0,-3,4,0,nocars
9280,3136165,742,0,37300,0,1,3,1,nocars
9281,2583089,742,0,18200,1,1,3,2,cars<wkrs
9282,3803226,742,0,51910,2,1,4,1,cars>=wkrs
9283,198391,742,0,11000,1,1,7,0,cars>=wkrs
9284,1660738,742,0,22900,1,1,2,1,cars>=wkrs
9285,451445,742,0,15000,0,-2,1,1,nocars
9286,1209191,742,0,120000,1,-2,1,1,cars>=wkrs
9287,911420,742,0,70000,3,-2,1,1,cars>=wkrs
9289,2001704,743,0,20000,2,1,4,1,cars>=wkrs
9290,3816009,743,0,34800,2,1,4,2,cars>=wkrs
9291,2953530,743,0,28960,4,-3,3,0,cars>=wkrs
9292,1102204,743,0,43000,1,-2,1,1,cars>=wkrs
9293,781723,743,0,40000,1,-2,1,1,cars>=wkrs
9295,2062179,743,0,24600,0,-3,5,1,nocars
9296,1593618,743,0,7300,2,1,2,1,cars>=wkrs
9297,2801776,743,0,37000,2,1,4,2,cars>=wkrs
9298,911463,743,0,65000,2,-2,1,1,cars>=wkrs
9299,3210964,743,0,23900,0,1,4,1,nocars
9300,352114,743,0,18900,0,-2,1,1,nocars
9302,2633372,743,0,17400,1,1,3,2,cars<wkrs
9303,2718625,744,0,74300,2,1,3,2,cars>=wkrs
9304,3141559,744,0,16750,1,1,3,1,cars>=wkrs
9305,289956,744,0,20000,1,-2,1,1,cars>=wkrs
9306,538673,744,0,41600,1,-2,1,1,cars>=wkrs
9307,1863987,744,0,10100,1,1,3,1,cars>=wkrs
9308,3055660,744,0,15500,1,1,4,0,cars>=wkrs
9309,1877805,744,0,35000,2,1,3,1,cars>=wkrs
9310,2573199,744,0,40000,2,1,3,2,cars>=wkrs
9311,1627742,744,0,25000,0,-3,2,1,nocars
9312,2182656,744,0,27400,2,-3,2,2,cars>=wkrs
9313,3136905,744,0,48600,3,1,3,1,cars>=wkrs
9314,2568072,745,0,40950,3,-3,2,2,cars>=wkrs
9315,3667350,745,0,7600,3,-3,4,0,cars>=wkrs
9316,1868509,745,0,62520,2,1,3,1,cars>=wkrs
9317,911569,746,0,47370,1,-2,1,1,cars>=wkrs
9318,1793464,746,0,29000,2,1,2,1,cars>=wkrs
9319,911571,746,0,55000,1,-2,1,1,cars>=wkrs
9320,2921702,746,0,7950,3,1,3,0,cars>=wkrs
9321,1497399,746,0,6100,1,1,3,0,cars>=wkrs
9322,46599,746,0,123600,1,-2,1,0,cars>=wkrs
9323,3636861,746,0,20400,0,1,4,0,nocars
9324,781823,746,0,45000,0,-2,1,1,nocars
9326,781780,746,0,28000,2,-2,1,1,cars>=wkrs
9327,2136817,746,0,25030,2,1,2,2,cars>=wkrs
9328,2568079,746,0,40950,2,1,2,2,cars>=wkrs
9329,3844282,746,0,171600,4,1,4,4,cars>=wkrs
9330,604095,746,0,50000,2,-2,1,1,cars>=wkrs
9331,139358,746,0,61000,0,-2,1,0,nocars
9332,3783400,746,0,39900,2,1,4,1,cars>=wkrs
9333,217049,746,0,15550,0,1,7,0,nocars
9334,3052034,746,0,14600,2,1,4,0,cars>=wkrs
9336,654875,746,0,22500,2,-2,1,1,cars>=wkrs
9337,424267,746,0,83500,0,-2,1,1,nocars
9338,1575517,746,0,11100,3,-3,2,1,cars>=wkrs
9339,1422189,747,0,23400,0,-3,2,0,nocars
9340,2246784,747,0,37000,4,-3,2,2,cars>=wkrs
9341,1788777,747,0,10760,2,1,2,1,cars>=wkrs
9342,1627793,748,0,37300,2,1,2,1,cars>=wkrs
9343,1324867,748,0,13500,1,1,2,0,cars>=wkrs
9344,2879633,748,0,9000,2,1,6,2,cars>=wkrs
9345,781846,748,0,32000,1,-2,1,1,cars>=wkrs
9346,3777463,748,0,9900,2,-3,4,1,cars>=wkrs
9347,248192,748,0,5000,0,1,7,0,nocars
9348,1309769,748,0,2400,1,1,2,0,cars>=wkrs
9349,1102206,748,0,30000,0,-2,1,1,nocars
9350,79437,748,0,1100,0,-2,1,0,nocars
9351,137254,748,0,11000,0,-2,1,0,nocars
9352,424311,748,0,83500,1,-2,1,1,cars>=wkrs
9354,3052048,748,0,12700,1,1,4,0,cars>=wkrs
9355,2054972,748,0,12800,2,1,7,1,cars>=wkrs
9358,2696575,749,0,31600,2,1,3,2,cars>=wkrs
9360,2061041,749,0,15600,1,-3,5,1,cars>=wkrs
9361,1667203,749,0,36000,1,1,2,1,cars>=wkrs
9363,2182763,749,0,26500,3,1,2,2,cars>=wkrs
9364,781881,749,0,24000,1,-2,1,1,cars>=wkrs
9365,3088376,749,0,50900,1,1,4,0,cars>=wkrs
9366,2953568,749,0,23200,2,1,3,0,cars>=wkrs
9367,2337857,749,0,36000,2,1,2,2,cars>=wkrs
9368,1587699,749,0,41000,1,1,2,1,cars>=wkrs
9372,1416051,749,0,0,1,1,2,0,cars>=wkrs
9373,781875,749,0,25600,0,-2,1,1,nocars
9377,911636,749,0,50000,1,-2,1,1,cars>=wkrs
9379,1493460,750,0,60,0,1,3,0,nocars
9380,3184213,750,0,34800,0,1,3,1,nocars
9382,3053218,750,0,400,2,1,4,0,cars>=wkrs
9383,2091312,750,0,3300,1,1,2,2,cars<wkrs
9384,3207173,750,0,4900,1,1,4,1,cars>=wkrs
9385,2568088,750,0,40950,3,1,2,2,cars>=wkrs
9386,1587715,750,0,44440,1,-3,2,1,cars>=wkrs
9388,3307228,750,0,19200,1,1,4,2,cars<wkrs
9389,2182806,750,0,31000,0,1,2,2,nocars
9390,2696618,750,0,30000,3,1,3,2,cars>=wkrs
9391,1518372,750,0,46000,0,1,3,0,nocars
9392,1947334,751,0,28200,1,1,3,1,cars>=wkrs
9393,3251045,751,0,22000,3,1,4,1,cars>=wkrs
9394,2968403,751,0,117000,2,1,3,0,cars>=wkrs
9395,3667379,751,0,7600,1,1,4,0,cars>=wkrs
9396,2583152,751,0,20000,3,1,3,2,cars>=wkrs
9399,2136831,751,0,25030,2,-3,2,2,cars>=wkrs
9402,3502648,751,0,56850,4,1,3,3,cars>=wkrs
9403,3194161,751,0,43900,2,1,3,1,cars>=wkrs
9405,2337954,751,0,41000,1,1,2,2,cars<wkrs
9406,290001,751,0,3500,0,-2,1,1,nocars
9407,3217365,752,0,33400,1,1,4,1,cars>=wkrs
9409,1295027,752,0,12900,0,1,2,0,nocars
9410,2641790,752,0,37900,2,1,3,2,cars>=wkrs
9411,2924625,752,0,41530,1,1,3,0,cars>=wkrs
9413,1864093,752,0,13490,2,-3,3,1,cars>=wkrs
9415,2049180,752,0,8000,3,1,8,1,cars>=wkrs
9417,1627887,752,0,32000,2,-3,2,1,cars>=wkrs
9418,3621489,752,0,10570,1,1,6,3,cars<wkrs
9419,2111636,752,0,36700,1,-3,2,2,cars<wkrs
9420,1395513,752,0,37800,1,1,2,0,cars>=wkrs
9421,3207176,752,0,4900,1,1,4,1,cars>=wkrs
9422,3852732,753,0,79400,1,1,4,3,cars<wkrs
9423,2123516,753,0,17800,2,1,2,2,cars>=wkrs
9424,3045366,753,0,440,0,1,4,0,nocars
9426,352275,754,0,9300,1,-2,1,1,cars>=wkrs
9427,1316990,754,0,72800,2,1,2,0,cars>=wkrs
9428,3792649,754,0,74300,2,1,4,1,cars>=wkrs
9429,1102211,754,0,25000,1,-2,1,1,cars>=wkrs
9431,3369303,754,0,26500,0,1,3,3,nocars
9433,2921765,754,0,12000,0,1,3,0,nocars
9434,1358543,754,0,64500,1,-3,2,0,cars>=wkrs
9435,2182946,754,0,42000,1,1,2,2,cars<wkrs
9437,911707,755,0,55000,1,-2,1,1,cars>=wkrs
9438,1337554,755,0,23500,1,1,2,0,cars>=wkrs
9440,911726,755,0,62000,1,-2,1,1,cars>=wkrs
9442,2997008,757,0,38200,1,1,3,0,cars>=wkrs
9444,2583171,757,0,18200,1,1,3,2,cars<wkrs
9445,1539455,757,0,60000,0,1,3,0,nocars
9449,1287213,757,0,19330,0,-3,2,0,nocars
9450,2096104,757,0,40600,1,-3,2,2,cars<wkrs
9453,2182995,757,0,27400,2,1,2,2,cars>=wkrs
9455,3045398,758,0,440,2,1,4,0,cars>=wkrs
9462,2949269,758,0,15340,1,1,3,0,cars>=wkrs
9463,1593700,758,0,18000,1,-3,2,1,cars>=wkrs
9465,1287238,758,0,4300,1,1,2,0,cars>=wkrs
9468,655115,758,0,2600,0,-2,1,1,nocars
9469,2013243,758,0,12200,2,6,4,1,cars>=wkrs
9470,1493498,758,0,7000,0,1,3,0,nocars
9471,1305269,758,0,13600,0,1,2,0,nocars
9472,2895172,758,0,24300,2,1,5,2,cars>=wkrs
9473,79455,758,0,6400,0,-2,1,0,nocars
9475,1582118,758,0,21200,1,1,2,1,cars>=wkrs
9476,352388,758,0,16000,1,-2,1,1,cars>=wkrs
9477,3305115,758,0,30400,0,1,4,2,nocars
9478,1501676,758,0,14760,0,1,3,0,nocars
9480,1587813,758,0,30700,2,1,2,1,cars>=wkrs
9481,982573,758,0,143000,1,-2,1,1,cars>=wkrs
9482,1582129,758,0,0,1,1,2,1,cars>=wkrs
9483,3317050,758,0,41000,2,1,4,2,cars>=wkrs
9488,782134,758,0,29000,1,-2,1,1,cars>=wkrs
9490,2183059,759,0,37860,2,1,2,2,cars>=wkrs
9491,911900,759,0,52000,1,-2,1,1,cars>=wkrs
9493,1358556,759,0,48800,2,-3,2,0,cars>=wkrs
9494,3369340,759,0,26500,1,1,3,3,cars<wkrs
9496,2234666,759,0,106100,2,1,2,2,cars>=wkrs
9497,451635,760,0,21000,1,-2,1,1,cars>=wkrs
9500,62960,760,0,42000,4,-2,1,0,cars>=wkrs
9501,352516,760,0,22600,1,-2,1,1,cars>=wkrs
9505,3055704,760,0,15500,0,1,4,0,nocars
9506,119898,760,0,61000,2,-2,1,0,cars>=wkrs
9513,451648,761,0,21000,1,-2,1,1,cars>=wkrs
9514,1691946,761,0,37000,2,1,2,1,cars>=wkrs
9515,2921819,761,0,12000,1,-3,3,0,cars>=wkrs
9516,782323,761,0,25100,1,-2,1,1,cars>=wkrs
9518,198746,761,0,11000,1,1,7,0,cars>=wkrs
9520,3309328,761,0,36300,3,1,4,2,cars>=wkrs
9521,655256,761,0,18500,1,-2,1,1,cars>=wkrs
9522,1497520,761,0,4000,3,1,3,0,cars>=wkrs
9525,1877882,761,0,25800,1,1,3,1,cars>=wkrs
9526,1305274,761,0,13600,0,1,2,0,nocars
9527,1998658,761,0,5000,0,5,4,1,nocars
9528,2895178,761,0,24300,0,1,5,2,nocars
9530,2997051,761,0,38200,4,1,3,0,cars>=wkrs
9531,3824791,761,0,42000,2,1,4,2,cars>=wkrs
9533,2056843,761,0,24200,1,6,8,1,cars>=wkrs
9537,2590595,762,0,36000,1,1,3,2,cars<wkrs
9538,3207188,762,0,20800,2,1,4,1,cars>=wkrs
9540,1325117,762,0,6520,1,1,2,0,cars>=wkrs
9542,3052864,762,0,54900,1,1,4,0,cars>=wkrs
9544,1536421,763,0,29400,1,1,3,0,cars>=wkrs
9546,1497548,763,0,2000,0,1,3,0,nocars
9547,2183199,763,0,42000,2,1,2,2,cars>=wkrs
9548,2809116,763,0,39330,1,-3,4,2,cars<wkrs
9550,3211042,763,0,27200,2,-3,4,1,cars>=wkrs
9551,290147,763,0,20000,1,-2,1,1,cars>=wkrs
9552,1864170,763,0,17000,2,1,3,1,cars>=wkrs
9555,1643539,764,0,70500,1,1,2,1,cars>=wkrs
9558,1510851,764,0,3300,1,1,3,0,cars>=wkrs
9559,1302025,764,0,54000,2,1,2,0,cars>=wkrs
9560,1587906,764,0,24100,2,1,2,1,cars>=wkrs
9561,3804404,764,0,97100,2,-3,7,1,cars>=wkrs
9562,1493547,764,0,380,0,1,3,0,nocars
9563,1869641,764,0,32400,2,1,3,1,cars>=wkrs
9565,2111779,764,0,23600,2,1,2,2,cars>=wkrs
9567,1807890,764,0,64300,2,1,2,1,cars>=wkrs
9568,1587913,765,0,24100,0,-3,2,1,nocars
9569,3180201,765,0,120210,3,2,3,1,cars>=wkrs
9570,2590627,765,0,36000,2,1,3,2,cars>=wkrs
9572,2605826,766,0,5000,0,1,3,2,nocars
9573,352672,766,0,330,1,-2,1,1,cars>=wkrs
9574,3259677,766,0,12530,1,1,3,2,cars<wkrs
9576,1497588,766,0,4000,1,1,3,0,cars>=wkrs
9577,2568102,766,0,40720,3,1,2,2,cars>=wkrs
9578,539042,766,0,32800,1,-2,1,1,cars>=wkrs
9579,20681,766,0,9000,1,-2,1,0,cars>=wkrs
9580,623167,766,0,167000,1,-2,1,1,cars>=wkrs
9581,1660847,766,0,21700,1,1,2,1,cars>=wkrs
9582,3697290,766,0,55700,2,1,5,0,cars>=wkrs
9583,198835,767,0,11000,0,1,7,0,nocars
9587,3052896,767,0,54900,1,1,4,0,cars>=wkrs
9588,1295268,767,0,7350,0,1,2,0,nocars
9589,1459,767,0,16040,0,-2,1,0,nocars
9593,1577007,767,0,24000,0,1,2,1,nocars
9594,1598359,767,0,51900,1,-3,2,1,cars>=wkrs
9596,2104010,767,0,21500,1,1,2,2,cars<wkrs
9598,198856,768,0,11000,1,1,7,0,cars>=wkrs
9600,3259682,768,0,8000,1,1,3,2,cars<wkrs
9601,1988921,768,0,22000,0,1,3,1,nocars
9602,2008879,768,0,32600,1,1,4,1,cars>=wkrs
9603,2880498,770,0,34500,1,1,5,2,cars<wkrs
9611,70539,770,0,50000,0,-2,1,0,nocars
9612,63069,770,0,28000,1,-2,1,0,cars>=wkrs
9613,46739,770,0,123100,0,-2,1,0,nocars
9616,387106,770,0,37000,1,-2,1,1,cars>=wkrs
9617,3211062,770,0,42500,1,1,4,1,cars>=wkrs
9620,3369465,770,0,26500,2,1,3,3,cars<wkrs
9621,2895187,770,0,24300,1,1,5,2,cars<wkrs
9623,352783,770,0,6610,1,-2,1,1,cars>=wkrs
9624,912143,770,0,46800,1,-2,1,1,cars>=wkrs
9627,2338132,770,0,40000,2,-3,2,2,cars>=wkrs
9632,1871914,772,0,14000,0,-3,3,1,nocars
9638,1891027,772,0,13720,1,1,3,1,cars>=wkrs
9639,198999,772,0,11000,1,1,7,0,cars>=wkrs
9640,1860656,772,0,34300,0,1,3,1,nocars
9641,198988,772,0,11000,0,1,7,0,nocars
9642,1898954,772,0,41600,2,1,3,1,cars>=wkrs
9643,2633435,772,0,17400,1,1,3,2,cars<wkrs
9644,2590679,772,0,35700,3,1,3,2,cars>=wkrs
9645,3268296,772,0,17300,2,-3,3,2,cars>=wkrs
9647,2025300,772,0,40000,1,1,4,1,cars>=wkrs
9649,2338136,772,0,33000,2,1,2,2,cars>=wkrs
9650,3045543,773,0,440,1,1,4,0,cars>=wkrs
9652,2895188,773,0,24300,3,1,5,2,cars>=wkrs
9655,98675,773,0,33000,0,-2,1,0,nocars
9656,2578867,773,0,34300,2,1,3,2,cars>=wkrs
9657,1422330,773,0,29500,1,1,2,0,cars>=wkrs
9658,1615692,773,0,12800,0,1,2,1,nocars
9659,1588011,773,0,33900,1,-3,2,1,cars>=wkrs
9660,98685,773,0,35310,0,-2,1,0,nocars
9662,1310019,775,0,7250,1,1,2,0,cars>=wkrs
9663,3651785,775,0,16580,0,1,4,0,nocars
9664,2061049,775,0,16500,1,1,5,1,cars>=wkrs
9665,3651829,775,0,16580,0,1,4,0,nocars
9667,3062737,775,0,30630,2,1,4,0,cars>=wkrs
9668,3080030,775,0,40250,1,1,4,0,cars>=wkrs
9669,401063,775,0,59000,1,-2,1,1,cars>=wkrs
9670,1337830,775,0,31200,1,1,2,0,cars>=wkrs
9671,1314023,775,0,31800,0,1,2,0,nocars
9673,1325321,775,0,14000,0,1,2,0,nocars
9674,3651792,775,0,16580,1,1,4,0,cars>=wkrs
9676,604235,776,0,70000,1,-2,1,1,cars>=wkrs
9678,3651854,776,0,16580,0,1,4,0,nocars
9679,1713753,776,0,40900,2,1,2,1,cars>=wkrs
9680,269574,776,0,7800,1,1,6,0,cars>=wkrs
9681,1891045,776,0,12000,4,1,3,1,cars>=wkrs
9682,199183,776,0,5200,1,6,6,0,cars>=wkrs
9683,3839463,776,0,104550,2,1,16,2,cars>=wkrs
9684,3138414,776,0,41100,2,1,3,1,cars>=wkrs
9685,199206,776,0,5200,1,1,6,0,cars>=wkrs
9687,782903,776,0,37200,1,-2,1,1,cars>=wkrs
9688,3651845,776,0,16580,0,1,4,0,nocars
9690,912331,776,0,46000,0,-2,1,1,nocars
9693,3621725,777,0,32000,2,1,8,3,cars<wkrs
9694,3663935,777,0,67000,1,1,4,0,cars>=wkrs
9695,3621769,777,0,32000,1,1,8,3,cars<wkrs
9697,3773741,777,0,19400,1,1,4,1,cars>=wkrs
9698,129779,777,0,138300,2,-2,1,0,cars>=wkrs
9699,2053029,777,0,25000,0,1,6,1,nocars
9700,3317071,777,0,43860,2,1,4,2,cars>=wkrs
9702,451803,777,0,13000,2,-2,1,1,cars>=wkrs
9704,3621793,778,0,32000,0,1,8,3,nocars
9705,2817508,778,0,39000,2,1,4,2,cars>=wkrs
9706,3621785,778,0,32000,2,1,8,3,cars<wkrs
9708,2014789,778,0,40500,2,1,4,1,cars>=wkrs
9709,2573371,778,0,40000,1,1,3,2,cars<wkrs
9710,35121,778,0,25400,3,-2,1,0,cars>=wkrs
9711,3621826,779,0,32000,2,1,8,3,cars<wkrs
9713,3288631,781,0,41010,0,1,3,2,nocars
9714,269622,781,0,7800,1,1,6,0,cars>=wkrs
9716,3621833,781,0,32000,2,1,8,3,cars<wkrs
9717,2718664,784,0,65200,2,1,3,2,cars>=wkrs
9718,3594802,784,0,98120,3,1,4,3,cars>=wkrs
9719,2870064,784,0,47000,2,1,4,2,cars>=wkrs
9720,1118135,784,0,15000,1,-2,1,1,cars>=wkrs
9721,1029106,784,0,8000,1,-2,1,1,cars>=wkrs
9722,2789146,784,0,114000,2,1,3,2,cars>=wkrs
9725,2438288,784,0,77400,1,1,2,2,cars<wkrs
9726,2742585,784,0,170000,1,1,3,2,cars<wkrs
9727,2438311,784,0,132000,2,1,2,2,cars>=wkrs
9728,2438291,784,0,99600,2,1,2,2,cars>=wkrs
9729,3265604,785,0,50000,3,1,3,2,cars>=wkrs
9730,2687916,785,0,20000,1,1,3,2,cars<wkrs
9731,2391978,785,0,76000,2,1,2,2,cars>=wkrs
9732,1735908,785,0,52400,1,1,2,1,cars>=wkrs
9733,1958062,785,0,65300,2,1,3,1,cars>=wkrs
9734,56173,785,0,0,1,-2,1,0,cars>=wkrs
9735,2208643,785,0,51000,1,1,2,2,cars<wkrs
9736,2438330,785,0,152000,3,1,2,2,cars>=wkrs
9737,3124060,785,0,56200,1,1,5,0,cars>=wkrs
9738,3244943,785,0,54180,4,1,4,1,cars>=wkrs
9739,3713841,786,0,92000,2,1,4,0,cars>=wkrs
9740,2614441,786,0,33000,0,1,3,2,nocars
9741,2718682,786,0,71000,2,1,3,2,cars>=wkrs
9743,3124119,786,0,56200,3,1,5,0,cars>=wkrs
9744,3335381,786,0,79000,2,1,4,2,cars>=wkrs
9746,1134153,786,0,28480,2,-2,1,1,cars>=wkrs
9747,1317008,786,0,70400,1,1,2,0,cars>=wkrs
9748,1550710,786,0,234900,2,6,3,0,cars>=wkrs
9749,3789307,786,0,69900,2,1,4,1,cars>=wkrs
9752,1936964,786,0,149000,1,1,3,1,cars>=wkrs
9753,1735925,786,0,57000,2,1,2,1,cars>=wkrs
9755,3271651,787,0,27500,3,1,3,2,cars>=wkrs
9757,2742602,787,0,111000,2,1,3,2,cars>=wkrs
9758,2438396,787,0,161000,2,-3,2,2,cars>=wkrs
9761,3519182,787,0,42800,1,1,4,3,cars<wkrs
9762,2718700,787,0,66000,2,1,3,2,cars>=wkrs
9763,1555410,787,0,121000,2,1,3,0,cars>=wkrs
9764,1555408,787,0,121000,1,1,3,0,cars>=wkrs
9765,2626535,787,0,64000,1,1,3,2,cars<wkrs
9766,2277550,787,0,60000,2,1,2,2,cars>=wkrs
9767,1466545,787,0,137600,1,1,2,0,cars>=wkrs
9768,2208676,788,0,63000,2,1,2,2,cars>=wkrs
9769,2438427,788,0,86250,2,1,2,2,cars>=wkrs
9770,2208674,788,0,67700,2,1,2,2,cars>=wkrs
9771,2438444,788,0,201300,1,1,2,2,cars<wkrs
9772,1678934,788,0,48300,0,1,2,1,nocars
9773,3234555,788,0,77500,2,1,4,1,cars>=wkrs
9774,3313392,789,0,85600,2,1,4,2,cars>=wkrs
9776,2718733,789,0,64000,2,1,3,2,cars>=wkrs
9777,2438500,790,0,213700,1,1,2,2,cars<wkrs
9778,1807958,790,0,69500,2,1,2,1,cars>=wkrs
9780,2222475,790,0,96200,3,1,2,2,cars>=wkrs
9781,257836,790,0,34000,1,1,4,0,cars>=wkrs
9783,2222479,790,0,95000,3,1,2,2,cars>=wkrs
9784,257835,790,0,34000,1,1,4,0,cars>=wkrs
9785,2886727,790,0,101500,2,1,7,2,cars>=wkrs
9787,1062224,791,0,28100,1,-2,1,1,cars>=wkrs
9788,1958129,791,0,65000,2,1,3,1,cars>=wkrs
9789,1678953,791,0,48300,1,1,2,1,cars>=wkrs
9791,1958127,791,0,56000,2,1,3,1,cars>=wkrs
9793,2626556,792,0,50400,2,1,3,2,cars>=wkrs
9794,2438584,792,0,161000,2,1,2,2,cars>=wkrs
9795,1995220,792,0,110000,1,1,3,1,cars>=wkrs
9796,1823407,792,0,117100,3,-3,2,1,cars>=wkrs
9797,1182967,792,0,9500,1,-2,1,1,cars>=wkrs
9798,1764273,792,0,165000,3,-3,2,1,cars>=wkrs
9801,1062230,792,0,35900,1,-2,1,1,cars>=wkrs
9802,1134170,792,0,44530,2,-2,1,1,cars>=wkrs
9803,1118227,794,0,400,1,-2,1,1,cars>=wkrs
9805,539415,794,0,39000,1,-2,1,1,cars>=wkrs
9808,1358696,795,0,46500,1,1,2,0,cars>=wkrs
9809,2935897,795,0,15420,1,1,3,0,cars>=wkrs
9810,2824427,795,0,73600,1,1,4,2,cars<wkrs
9811,3837771,795,0,76800,2,1,8,2,cars>=wkrs
9812,2614457,795,0,33000,1,1,3,2,cars<wkrs
9813,1927617,795,0,59000,1,1,3,1,cars>=wkrs
9814,2392130,796,0,74000,2,1,2,2,cars>=wkrs
9815,2789216,796,0,104300,3,1,3,2,cars>=wkrs
9816,1358702,796,0,54600,1,1,2,0,cars>=wkrs
9819,3594869,796,0,161400,2,1,4,3,cars<wkrs
9820,3271655,796,0,40800,2,1,3,2,cars>=wkrs
9821,2438624,796,0,107000,2,1,2,2,cars>=wkrs
9822,656134,796,0,22300,2,-2,1,1,cars>=wkrs
9823,2438600,796,0,92000,2,1,2,2,cars>=wkrs
9824,1399898,796,0,61300,1,1,2,0,cars>=wkrs
9825,2855885,798,0,80000,2,1,4,2,cars>=wkrs
9826,2834509,798,0,35000,1,1,4,2,cars<wkrs
9828,2718801,798,0,66000,3,1,3,2,cars>=wkrs
9829,539479,798,0,30000,0,-2,1,1,nocars
9830,539495,798,0,44000,2,-2,1,1,cars>=wkrs
9831,3713978,798,0,92000,2,6,4,0,cars>=wkrs
9833,1764289,798,0,126900,1,1,2,1,cars>=wkrs
9836,2116667,799,0,67700,1,1,2,2,cars<wkrs
9837,1422371,800,0,44500,1,1,2,0,cars>=wkrs
9838,1399915,800,0,56000,1,1,2,0,cars>=wkrs
9840,1510909,801,0,22000,1,1,3,0,cars>=wkrs
9841,2930789,801,0,35200,1,1,3,0,cars>=wkrs
9842,3230100,801,0,53000,2,1,4,1,cars>=wkrs
9843,1500395,801,0,51310,2,1,3,0,cars>=wkrs
9845,3585418,802,0,66000,2,1,4,3,cars<wkrs
9846,2968445,802,0,107800,3,1,3,0,cars>=wkrs
9848,2855909,802,0,85000,1,1,4,2,cars<wkrs
9849,3244973,802,0,69000,2,1,4,1,cars>=wkrs
9850,3165314,803,0,72750,1,1,3,1,cars>=wkrs
9851,783460,803,0,45000,1,-2,1,1,cars>=wkrs
9852,1358746,803,0,50900,0,-3,2,0,nocars
9853,2614481,803,0,39000,2,1,3,2,cars>=wkrs
9854,2847201,803,0,52000,4,1,4,2,cars>=wkrs
9855,2304212,803,0,88000,2,1,2,2,cars>=wkrs
9857,1869522,804,0,15300,1,1,3,1,cars>=wkrs
9858,3055804,804,0,18110,2,1,4,0,cars>=wkrs
9859,1899012,804,0,38000,1,1,3,1,cars>=wkrs
9860,1588052,804,0,26400,1,-3,2,1,cars>=wkrs
9861,2880506,804,0,36600,2,1,5,2,cars>=wkrs
9864,1562031,804,0,1700,0,1,4,0,nocars
9865,3152882,804,0,23200,2,1,3,1,cars>=wkrs
9867,2614501,804,0,41400,1,1,3,2,cars<wkrs
9868,1864313,804,0,12300,1,1,3,1,cars>=wkrs
9869,1497809,804,0,11600,0,-3,3,0,nocars
